,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,Month
1182,TXN_7094898,Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-06-20,6
1183,TXN_2400518,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-02-04,2
1184,TXN_5349288,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-11-20,11
1185,TXN_6806290,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-05-02,5
1186,TXN_6191123,Tea,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-03-01,3
1187,TXN_5386752,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-12-07,12
1188,TXN_1022523,Salad,4.0,5.0,20.0,Cash,In-store,2023-11-25,11
1189,TXN_3125997,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-10-19,10
1190,TXN_9906002,Smoothie,3.0,4.0,12.0,Digital Wallet,In-store,2023-07-13,7
1191,TXN_6202015,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-08-22,8
1192,TXN_6928137,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-10-11,10
1193,TXN_3003809,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-04-21,4
1194,TXN_5913013,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-11-29,11
1195,TXN_7433269,Tea,1.0,1.5,1.5,Cash,In-store,2023-05-18,5
1196,TXN_3103972,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-03-01,3
1197,TXN_9081115,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-12-04,12
1198,TXN_1054915,Tea,5.0,1.0,5.0,Credit Card,In-store,2023-01-22,1
1199,TXN_2633600,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-11-28,11
1200,TXN_4631695,Cookie,5.0,1.0,5.0,Credit Card,In-store,2023-11-18,11
1201,TXN_3121271,Smoothie,2.0,4.0,8.0,Credit Card,Takeaway,2023-08-13,8
1202,TXN_4613883,Tea,1.0,1.5,1.5,Cash,Takeaway,2023-05-21,5
1203,TXN_2766651,Cake,3.0,3.0,9.0,Credit Card,Takeaway,2023-05-11,5
1204,TXN_2166064,Coffee,4.0,2.0,8.0,Credit Card,In-store,2023-02-08,2
1205,TXN_4617771,Smoothie,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-09-10,9
1206,TXN_9444461,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-05-28,5
1207,TXN_4723978,Tea,2.0,1.0,2.0,Credit Card,Takeaway,2023-04-20,4
1208,TXN_1741325,Tea,2.0,1.5,3.0,Credit Card,In-store,2023-03-31,3
1209,TXN_9370294,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-04-23,4
1210,TXN_9983356,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-09-20,9
1211,TXN_8964527,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-02-22,2
1213,TXN_3331437,Tea,1.0,2.0,2.0,Cash,Takeaway,2023-02-26,2
1214,TXN_6313325,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-07-07,7
1215,TXN_9497634,Juice,3.0,3.0,9.0,Cash,Takeaway,2023-07-20,7
1216,TXN_9408993,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-08-19,8
1217,TXN_7810285,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-10-25,10
1218,TXN_5322809,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-04-30,4
1219,TXN_1961595,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-07-02,7
1220,TXN_1200795,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-08-18,8
1221,TXN_8958073,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-03-31,3
1222,TXN_4114503,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-11-07,11
1223,TXN_4179561,Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-11-12,11
1224,TXN_5669113,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-03-19,3
1225,TXN_7574828,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-09-24,9
1226,TXN_9056301,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-03-02,3
1227,TXN_8530924,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-08-05,8
1228,TXN_1505947,Tea,3.0,1.0,3.0,Cash,Takeaway,2023-11-21,11
1229,TXN_2114258,Tea,1.0,1.0,1.0,Digital Wallet,In-store,2023-12-04,12
1230,TXN_5965422,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-06-20,6
1231,TXN_6910030,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-07-09,7
1232,TXN_3713626,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-12-24,12
1233,TXN_5753095,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-06-25,6
1234,TXN_5538503,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-09-05,9
1235,TXN_7609781,Smoothie,3.0,4.0,12.0,Cash,In-store,2023-03-13,3
1236,TXN_8398059,Cake,1.0,3.0,3.0,Cash,Takeaway,2023-10-15,10
1238,TXN_6565955,Tea,3.0,2.0,6.0,Digital Wallet,In-store,2023-12-29,12
1239,TXN_1792573,Smoothie,5.0,4.0,20.0,Cash,Takeaway,2023-12-07,12
1240,TXN_4812472,Cake,2.0,3.0,6.0,Cash,Takeaway,2023-09-16,9
1241,TXN_2923987,Tea,4.0,2.0,8.0,Cash,Takeaway,2023-03-28,3
1243,TXN_5050993,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-02-06,2
1244,TXN_9991225,Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-02-03,2
1245,TXN_8734476,Tea,1.0,1.5,1.5,Cash,Takeaway,2023-09-12,9
1246,TXN_6471962,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-09-21,9
1247,TXN_1981602,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-09-04,9
1248,TXN_4792702,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-06-28,6
1249,TXN_3572190,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-03-05,3
1250,TXN_6791398,Coffee,1.0,2.0,2.0,Credit Card,Takeaway,2023-12-17,12
1251,TXN_8361255,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-07-29,7
1252,TXN_1096690,Smoothie,5.0,4.0,20.0,Credit Card,Takeaway,2023-10-09,10
1253,TXN_1371554,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-05-19,5
1254,TXN_5080213,Tea,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-07-18,7
1257,TXN_1476066,Smoothie,2.0,4.0,8.0,Credit Card,Takeaway,2023-10-19,10
1258,TXN_6078834,Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-04-28,4
1259,TXN_7812601,Tea,2.0,1.5,3.0,Credit Card,Takeaway,2023-11-15,11
1260,TXN_8186625,Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-07-21,7
1261,TXN_3713976,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-11-06,11
1262,TXN_2946829,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-02-08,2
1264,TXN_8750849,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-03-03,3
1265,TXN_2889344,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-05-21,5
1266,TXN_4067814,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-12-20,12
1268,TXN_1973716,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-01-21,1
1269,TXN_1105589,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-07-04,7
1270,TXN_3727374,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-04-10,4
1271,TXN_9155299,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-02-09,2
1272,TXN_1346936,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-10-10,10
1273,TXN_2089778,Cake,1.0,3.0,3.0,Credit Card,In-store,2023-06-12,6
1274,TXN_4896948,Cake,3.0,3.0,9.0,Credit Card,Takeaway,2023-10-11,10
1275,TXN_5375349,Coffee,1.0,2.0,2.0,Credit Card,Takeaway,2023-11-13,11
1276,TXN_6206171,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-03-19,3
1277,TXN_9256387,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-05-31,5
1278,TXN_6915192,Coffee,4.0,2.0,8.0,Credit Card,In-store,2023-12-09,12
1279,TXN_8908224,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-08-21,8
1280,TXN_4988665,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-12-16,12
1281,TXN_7740907,Smoothie,5.0,4.0,20.0,Credit Card,In-store,2023-02-11,2
1282,TXN_9596100,Tea,4.0,3.0,12.0,Cash,Takeaway,2023-05-04,5
1283,TXN_5019407,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-04-17,4
1284,TXN_2482363,Tea,3.0,1.5,4.5,Cash,Takeaway,2023-08-06,8
1285,TXN_5412834,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-07-13,7
1286,TXN_1389258,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-12-31,12
1287,TXN_3223187,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-08-21,8
1288,TXN_9288207,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-05-16,5
1289,TXN_8300706,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-12-23,12
1290,TXN_8076559,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-11-02,11
1291,TXN_2749266,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-02-06,2
1292,TXN_4310310,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-03-08,3
1293,TXN_5301689,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-04-11,4
1294,TXN_9971927,Smoothie,3.0,4.0,12.0,Credit Card,Takeaway,2023-08-07,8
1295,TXN_9143440,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-03-31,3
1296,TXN_6359777,Tea,5.0,4.0,20.0,Credit Card,Takeaway,2023-01-13,1
1297,TXN_2916209,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-04-15,4
1298,TXN_6411716,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-02-25,2
1299,TXN_7759607,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-08-11,8
1300,TXN_8441057,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-11-04,11
1301,TXN_8283691,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-01-25,1
1302,TXN_1154979,Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-12-11,12
1303,TXN_4258949,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-03-07,3
1304,TXN_6129205,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-07-20,7
1305,TXN_3444519,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-03-10,3
1306,TXN_6813508,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-10-26,10
1307,TXN_5540986,Cake,3.0,3.0,9.0,Credit Card,Takeaway,2023-05-12,5
1308,TXN_4832513,Cookie,5.0,1.0,5.0,Credit Card,In-store,2023-06-05,6
1309,TXN_6202035,Tea,2.0,1.5,3.0,Credit Card,In-store,2023-09-06,9
1310,TXN_4108120,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-06-14,6
1311,TXN_8466519,Tea,1.0,1.0,1.0,Credit Card,Takeaway,2023-08-31,8
1312,TXN_5379385,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-02-21,2
1313,TXN_6782228,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-08-18,8
1314,TXN_7268366,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-12-14,12
1315,TXN_1180969,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-01-06,1
1316,TXN_3815345,Tea,5.0,1.0,5.0,Cash,In-store,2023-09-16,9
1317,TXN_7453213,Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-10-27,10
1319,TXN_6492919,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-09-24,9
1320,TXN_4356223,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-11-23,11
1321,TXN_7515082,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-10-21,10
1322,TXN_7216161,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-07-06,7
1324,TXN_3484520,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-08-15,8
1325,TXN_2806515,Smoothie,4.0,4.0,16.0,Credit Card,In-store,2023-12-31,12
1326,TXN_7198128,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-09-07,9
1327,TXN_6717061,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-08-07,8
1328,TXN_3562350,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-02-04,2
1329,TXN_1987977,Tea,2.0,4.0,8.0,Credit Card,Takeaway,2023-11-16,11
1331,TXN_2471972,Cookie,1.0,1.0,1.0,Cash,Takeaway,2023-04-08,4
1332,TXN_3060152,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-02-07,2
1333,TXN_4651514,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-03-28,3
1334,TXN_6555617,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-12-27,12
1335,TXN_7033977,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-05-04,5
1336,TXN_6899834,Cake,3.0,3.0,9.0,Credit Card,Takeaway,2023-01-27,1
1338,TXN_3427950,Smoothie,5.0,4.0,20.0,Credit Card,In-store,2023-02-23,2
1339,TXN_8817239,Tea,5.0,4.0,20.0,Cash,In-store,2023-01-29,1
1340,TXN_8543211,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-11-30,11
1341,TXN_7538570,Smoothie,4.0,4.0,16.0,Credit Card,Takeaway,2023-04-18,4
1342,TXN_8789116,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-01-13,1
1343,TXN_8930109,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-05-17,5
1344,TXN_9799798,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-05-23,5
1345,TXN_8551432,Tea,3.0,1.5,4.5,Credit Card,Takeaway,2023-01-12,1
1346,TXN_8831813,Smoothie,5.0,4.0,20.0,Credit Card,Takeaway,2023-11-23,11
1347,TXN_5067373,Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-10-18,10
1348,TXN_5755839,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-12-19,12
1349,TXN_1681153,Juice,3.0,3.0,9.0,Cash,Takeaway,2023-02-09,2
1350,TXN_4255503,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-11-19,11
1351,TXN_6086709,Tea,5.0,3.0,15.0,Credit Card,Takeaway,2023-07-07,7
1352,TXN_2385697,Coffee,1.0,2.0,2.0,Cash,Takeaway,2023-09-10,9
1353,TXN_9151321,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-01-05,1
1354,TXN_7369807,Coffee,4.0,2.0,8.0,Credit Card,In-store,2023-02-22,2
1355,TXN_1602799,Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-03-23,3
1356,TXN_3336502,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-05-04,5
1357,TXN_9579181,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-05-24,5
1359,TXN_1388606,Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-08-31,8
1360,TXN_2336857,Cake,3.0,3.0,9.0,Cash,In-store,2023-08-02,8
1361,TXN_9526867,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-10-21,10
1362,TXN_4427348,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-12-22,12
1363,TXN_5901180,Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-12-20,12
1364,TXN_4932018,Tea,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-08-23,8
1365,TXN_3224921,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-04-06,4
1366,TXN_5792655,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-12-21,12
1367,TXN_5566652,Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-09-16,9
1368,TXN_7782538,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-08-15,8
1369,TXN_7478389,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-10-13,10
1370,TXN_6108428,Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-05-08,5
1371,TXN_3615483,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-09-08,9
1372,TXN_6404763,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-11-13,11
1374,TXN_2269497,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-08-14,8
1375,TXN_8205107,Tea,4.0,4.0,16.0,Credit Card,Takeaway,2023-04-19,4
1376,TXN_5290522,Tea,2.0,2.0,4.0,Credit Card,Takeaway,2023-02-16,2
1378,TXN_5153686,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-04-05,4
1380,TXN_4915908,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-06-06,6
1381,TXN_7146613,Smoothie,1.0,4.0,4.0,Cash,Takeaway,2023-08-01,8
1382,TXN_8219519,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-11-29,11
1383,TXN_7867311,Smoothie,2.0,4.0,8.0,Credit Card,Takeaway,2023-07-17,7
1384,TXN_4798534,Tea,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-07-23,7
1385,TXN_9844703,Tea,2.0,1.5,3.0,Credit Card,Takeaway,2023-05-18,5
1386,TXN_4147073,Tea,4.0,3.0,12.0,Cash,Takeaway,2023-06-16,6
1387,TXN_4203585,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-09-03,9
1388,TXN_7222483,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-05-02,5
1390,TXN_4472156,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-11-03,11
1392,TXN_7043825,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-02-07,2
1394,TXN_2539318,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-01-15,1
1395,TXN_5788769,Juice,1.0,3.0,3.0,Cash,In-store,2023-07-19,7
1398,TXN_2424930,Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-01-20,1
1399,TXN_5856820,Tea,2.0,1.5,3.0,Credit Card,Takeaway,2023-07-18,7
1400,TXN_3753993,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-04-01,4
1401,TXN_3001647,Tea,1.0,5.0,5.0,Credit Card,Takeaway,2023-07-01,7
1402,TXN_9354616,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-01-27,1
1403,TXN_3749365,Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-01-19,1
1404,TXN_6900785,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-09-25,9
1405,TXN_5775113,Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-10-23,10
1406,TXN_5268203,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-03-04,3
1407,TXN_3483570,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-03-21,3
1408,TXN_7406393,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-06-18,6
1409,TXN_5226635,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-02-01,2
1410,TXN_5469063,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-02-24,2
1411,TXN_9278992,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-12-15,12
1412,TXN_4369292,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-10-09,10
1413,TXN_6011884,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-12-25,12
1415,TXN_3912727,Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-04-13,4
1416,TXN_1951569,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-02-27,2
1417,TXN_6983139,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-12-18,12
1418,TXN_6787560,Cake,3.0,3.0,9.0,Credit Card,Takeaway,2023-07-13,7
1419,TXN_5977414,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-08-06,8
1420,TXN_8517379,Tea,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-09-23,9
1421,TXN_5485384,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-03-04,3
1422,TXN_9285663,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-11-18,11
1423,TXN_9074075,Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-08-14,8
1424,TXN_8050034,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-07-29,7
1426,TXN_5121322,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-12-17,12
1427,TXN_3091582,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-11-28,11
1428,TXN_8550184,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-04-05,4
1429,TXN_7604352,Coffee,3.0,2.0,6.0,Credit Card,Takeaway,2023-12-19,12
1430,TXN_6899248,Tea,5.0,3.0,15.0,Credit Card,Takeaway,2023-12-13,12
1431,TXN_2773491,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-11-14,11
1432,TXN_3071617,Tea,4.0,1.0,4.0,Credit Card,Takeaway,2023-12-15,12
1433,TXN_3712466,Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-04-10,4
1434,TXN_3670298,Tea,4.0,1.0,4.0,Credit Card,Takeaway,2023-02-04,2
1435,TXN_4901854,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-04-23,4
1437,TXN_6962242,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-06-30,6
1438,TXN_5780931,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-10-06,10
1439,TXN_4563679,Coffee,4.0,2.0,8.0,Credit Card,In-store,2023-09-11,9
1440,TXN_6290642,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-12-23,12
1441,TXN_6177865,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-01-30,1
1442,TXN_8115752,Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-06-27,6
1443,TXN_9253398,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-12-14,12
1444,TXN_3116227,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-05-30,5
1445,TXN_2494138,Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-01-10,1
1446,TXN_4889269,Cake,2.0,3.0,6.0,Cash,Takeaway,2023-02-19,2
1448,TXN_6105240,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-11-27,11
1449,TXN_8808162,Smoothie,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-05-07,5
1450,TXN_4548466,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-11-30,11
1451,TXN_3195257,Tea,3.0,5.0,15.0,Cash,Takeaway,2023-10-09,10
1452,TXN_9835676,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-03-30,3
1453,TXN_9728454,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-01-03,1
1454,TXN_5907854,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-11-11,11
1455,TXN_8685846,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-12-27,12
1456,TXN_1726774,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-11-16,11
1457,TXN_2594430,Coffee,1.0,2.0,2.0,Credit Card,Takeaway,2023-05-18,5
1458,TXN_5750278,Salad,3.0,5.0,15.0,Cash,Takeaway,2023-06-08,6
1459,TXN_6714931,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-07-02,7
1460,TXN_5537740,Cake,3.0,3.0,9.0,Credit Card,Takeaway,2023-04-30,4
1462,TXN_5944206,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-05-12,5
1463,TXN_9212178,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-11-18,11
1464,TXN_2915856,Tea,1.0,1.5,1.5,Credit Card,In-store,2023-06-19,6
1465,TXN_4376214,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-04-26,4
1466,TXN_9201212,Smoothie,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-06-08,6
1468,TXN_7055260,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-06-20,6
1469,TXN_4773465,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-11-28,11
1470,TXN_9087344,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-07-29,7
1471,TXN_1757340,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-12-29,12
1472,TXN_9975321,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-03-25,3
1474,TXN_1681216,Cake,3.0,3.0,9.0,Credit Card,Takeaway,2023-03-23,3
1475,TXN_3835043,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-12-29,12
1476,TXN_8366002,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-12-26,12
1477,TXN_9390740,Cake,2.0,3.0,6.0,Cash,In-store,2023-12-06,12
1478,TXN_4928254,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-12-22,12
1479,TXN_5191642,Salad,3.0,5.0,15.0,Cash,Takeaway,2023-04-15,4
1480,TXN_9117434,Cake,1.0,3.0,3.0,Credit Card,In-store,2023-07-18,7
1481,TXN_2820788,Tea,5.0,1.0,5.0,Credit Card,Takeaway,2023-09-25,9
1483,TXN_7531745,Cake,2.0,3.0,6.0,Cash,Takeaway,2023-06-23,6
1484,TXN_1082421,Salad,1.0,5.0,5.0,Digital Wallet,In-store,2023-12-19,12
1485,TXN_2148444,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-11-27,11
1486,TXN_5402385,Tea,2.0,3.0,6.0,Cash,In-store,2023-06-18,6
1488,TXN_9277146,Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-07-11,7
1489,TXN_9333347,Smoothie,5.0,4.0,20.0,Cash,Takeaway,2023-09-10,9
1490,TXN_9127105,Juice,3.0,3.0,9.0,Cash,Takeaway,2023-03-04,3
1491,TXN_1417724,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-06-07,6
1492,TXN_6451377,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-03-19,3
1493,TXN_2142961,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-09-21,9
1494,TXN_5927884,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-12-21,12
1495,TXN_8588335,Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-09-04,9
1496,TXN_6738350,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-11-02,11
1497,TXN_5575561,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-02-13,2
1498,TXN_1007347,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-08-28,8
